claim,claim_label,topic,date_published,count,count2,focus,release
Video shows a girl pulling puppies from a bucket and throwing them into a river.            ,750,crime,3-Jan-14,2,1.414213562,crime,3-Jan-14
Video shows a humanoid creature of unknown species ambling through a Portuguese desert.,150,fauxtography,19-Aug-16,2,1.414213562,fauxtography,19-Aug-16
Video shows a man jumping from an airplane without a parachute and surviving by landing on a trampoline.            ,150,fauxtography,4-Dec-14,2,1.414213562,fauxtography,4-Dec-14
Video shows a woman being hit by a car after fleeing her home from a prank intruder.             ,150,fauxtography,25-Nov-12,5,2.236067977,fauxtography,25-Nov-12
Video shows Barack Obama kicking in a door after storming out of a meeting with Congressional leaders.            ,150,political_news,17-Nov-11,1,1,political_news,17-Nov-11
Video shows the deleterious results of using Head & Shoulders shampoo.            ,150,inboxer_rebellion,26-Jun-14,2,1.414213562,inboxer_rebellion,26-Jun-14
Videos have captured strange apocalyptic sounds coming from the sky all around the world.            ,450,fauxtography,30-Apr-15,6,2.449489743,fauxtography,30-Apr-15
Videos of home testing of bottled water handed out in Flint demonstrate the existence of dangerous levels of lead.,150,medical,25-May-16,1,1,medical,25-May-16
"Vincent Ghambi, a Malawian defense minister, sent a sex tape to pop superstar BeyoncÃ© Knowles.",150,fauxtography,5-Oct-16,3,1.732050808,fauxtography,5-Oct-16
Vintage color photograph from 1941 shows the Japanese attack on Pearl Harbor.,150,fauxtography,8-May-15,3,1.732050808,fauxtography,8-May-15
"Vintage Pyrex contains unsafe levels of lead, making it dangerous for any sort of food serving or storing purpose.            ",300,medical,1-Dec-16,12,3.464101615,medical,1-Dec-16
Viral image shows a real panda seated next to a human being in the business class section of a jetliner.            ,150,fauxtography,9-Aug-16,3,1.732050808,fauxtography,9-Aug-16
Viral images show specimens of a plant with flowers in the shape of the female body.            ,150,fauxtography,8-Aug-16,2,1.414213562,fauxtography,8-Aug-16
Vladimir Putin called President Obama an idiot for touting socialist policies.            ,150,politics,17-Feb-16,2,1.414213562,politics,17-Feb-16
Vladimir Putin said that 'ISIS will regret' assassinating a Russian ambassador since he is 'not Obama' and this is 'not Benghazi.',150,fake_news,20-Dec-16,4,2,fake_news,20-Dec-16
"Voters across Texas have witnessed their votes switch from ""straight Republican"" to Democrat on compromised voting machines.            ",300,politics,25-Oct-16,9,3,politics,25-Oct-16
Voting machines in Cook County were rigged in 2014 to change votes cast for Republican candidates to votes for Democratic candidates.            ,150,political_news,29-Oct-14,4,2,political_news,29-Oct-14
WalMart has authorized U.S. law enforcement to enter its stores and arrest any illegal immigrants found within.            ,150,political_news,11-Mar-10,4,2,political_news,11-Mar-10
"Walmart is distributing free $100 or $1,000 gift cards to users who click an online link.            ",150,inboxer_rebellion,9-Mar-12,2,1.414213562,inboxer_rebellion,9-Mar-12
"Walter Reed Hospital will accept Christmas cards addressed to ""A Recovering American Soldier.""            ",150,holidays,6-Nov-07,3,1.732050808,holidays,6-Nov-07
Warren Buffett proposed a constitutional amendment that seeks to require laws apply equally to U.S. citizens and members of Congress.            ,150,medical,10-Dec-09,8,2.828427125,medical,10-Dec-09
"Warren Buffett quipped that he could end the deficit by passing ""a law that says anytime there is a deficit of more than 3% of GDP, all sitting members of Congress are ineligible for re-election.            ",750,political_news,23-Oct-11,3,1.732050808,political_news,23-Oct-11
Washing instruction tags on Tom Bihn bags carry a hidden message in French disparaging the president.            ,450,business,10-Jun-04,3,1.732050808,business,10-Jun-04
"Washington state has updated their curriculum standards to include teaching ""transgenderism"" to Kindergarteners.            ",300,political_news,3-Jun-16,5,2.236067977,political_news,3-Jun-16
Watching horror movies increases calorie consumption and reduces the risk of obesity.            ,450,medical,26-Sep-16,3,1.732050808,medical,26-Sep-16
Waverly Labs' 'Pilot' earpiece can translate spoken language in real time.            ,300,technology,22-Jul-16,7,2.645751311,technology,22-Jul-16
Waxed apples cause cancer.            ,300,medical,3-May-16,11,3.31662479,medical,3-May-16
Weapons-wielding clowns from the U.S. invaded Canada and murdered 23 victims.,150,fake_news,4-Oct-16,3,1.732050808,fake_news,4-Oct-16
Wegmans is offering a coupon for $200 off a purchase to Facebook users who complete a short series of steps.            ,150,inboxer_rebellion,1-Feb-16,3,1.732050808,inboxer_rebellion,1-Feb-16
WhatsApp Gold is a premium service offered by WhatsApp.,150,computers,2-Jun-16,1,1,computers,2-Jun-16
"WhatsApp will share personal user information with Facebook, who will make it  publicly available.            ",150,technology,15-Sep-16,5,2.236067977,technology,15-Sep-16
Wheaties cereal sticks to magnets because it has metal flakes.            ,750,food,6-Jan-17,1,1,food,6-Jan-17
"When asked by Hillary Clinton why she thought the U.S. hasn't had a female president yet, Mother Teresa answered, ""Because you probably aborted her.""            ",300,questionable_quotes,4-Sep-16,7,2.645751311,questionable_quotes,4-Sep-16
"When Canadian police stop a malfunctioning vehicle, the American occupants immediately assume an ""about to be frisked"" position.  [Urban Legend]        ",0,crime,1-Feb-06,1,1,crime,1-Feb-06
"When someone asked Eric Clapton what it was like to be the greatest guitar player in the world, he responded: ""I don't know, ask Prince.""            ",150,entertainment,22-Apr-16,5,2.236067977,entertainment,22-Apr-16
"When the Germans ordered Jews in occupied Denmark to identify themselves by wearing armbands with yellow stars during World War II, King Christian X of Denmark and non-Jewish Danes thwarted the order by donning the armbands themselves.            ",150,history,5-Jul-00,1,1,history,5-Jul-00
"While collegiate athletes were sentenced lightly for serious crimes, a homeless mother was sentenced to five years in prison for enrolling her son in a Connecticut school.            ",450,fauxtography,24-Aug-16,14,3.741657387,fauxtography,24-Aug-16
"White House Press Secretary Josh Earnest said World War II veterans who felt ""embittered"" by diplomatic relations with Japan on the anniversary of Pearl Harbor in 2016 should ""get over it.""            ",300,politics,7-Dec-16,8,2.828427125,politics,7-Dec-16
White House Press Secretary Sean Spicer retweeted a satirical item from 'The Onion'  about himself.,750,fauxtography,30-Jan-17,5,2.236067977,fauxtography,30-Jan-17
White House staff disabled routine recording of a January 2017 phone call between Vladimir Putin and Donald Trump.,300,politics,3-Feb-17,5,2.236067977,politics,3-Feb-17
"Whoopi Goldberg said that ""military widows love their 15 minutes in the spotlight.""",150,fake_news,2-Mar-17,2,1.414213562,fake_news,2-Mar-17
Wikileaks documents reveal Hillary Clinton was gravely injured in a plane crash during a secret mission to Iran in 2012.            ,150,politics,19-Sep-16,10,3.16227766,politics,19-Sep-16
WikiLeaks documents revealed campaign head John Podesta unflatteringly described Hillary Clinton's personal hygiene and intellect.            ,150,fauxtography,1-Nov-16,4,2,fauxtography,1-Nov-16
WikiLeaks founder Julian Assange said Bernie Sanders was threatened to drop out of the presidential race.            ,150,fake_news,9-Sep-16,8,2.828427125,fake_news,9-Sep-16
WikiLeaks revealed that Bill O'Reilly and Megyn Kelly are covert Hillary Clinton campaign operatives.            ,300,politics,21-Sep-16,9,3,politics,21-Sep-16
WikiLeaks revealed that the Clintons spent $200 million on an estate in the Maldives.            ,150,fake_news,24-Oct-16,5,2.236067977,fake_news,24-Oct-16
WikiLeaks was caught by Newsweek fabricating e-mails with the intent of damaging the campaign of Hillary Clinton.            ,150,politics,12-Oct-16,13,3.605551275,politics,12-Oct-16
"Wikileaksâ€™ dump of John Podestaâ€™s e-mails reveal conversations he had with a former NASA astronaut about the existence of aliens, alien technology, and space warfare.",450,fauxtography,13-Oct-16,16,4,fauxtography,13-Oct-16
Will Smith and Jada Pinkett Smith have purchased the BET channel.            ,150,fake_news,15-Feb-16,2,1.414213562,fake_news,15-Feb-16
Wisconsin governor Scott Walker said that Labor Day should be replaced with Patriots Day.            ,150,politics,4-Sep-15,2,1.414213562,politics,4-Sep-15
WNBC received documents proving Donald Trump paid $40 million in federal income tax  in 2013.,150,fake_news,12-Oct-16,1,1,fake_news,12-Oct-16
Women in a dangerous situation at a bar can order an angel shot to ensure safe passage into an Uber and away from a frightening man.            ,450,crime,9-Jan-17,2,1.414213562,crime,9-Jan-17
Women need more sleep than men because their brains get more use on a day-to-day basis.            ,300,medical,15-Dec-16,12,3.464101615,medical,15-Dec-16
"World Trade Center leaseholder Larry Silverstein bought terrorism insurance two months before 9/11, then collected double its value on the grounds that there were two attacks.            ",450,september_11th,14-Sep-16,6,2.449489743,september_11th,14-Sep-16
Wrestler 'Big Show' was killed in a car accident.,150,entertainment,26-Dec-16,5,2.236067977,entertainment,26-Dec-16
Wrestler John Cena died in a car accident in July 2016.            ,150,fake_news,10-Jul-16,4,2,fake_news,10-Jul-16
X-rays document a man in China whose body became riddled with tapeworms due to his consumption of sashimi.,150,fauxtography,16-Jun-15,5,2.236067977,fauxtography,16-Jun-15
Yellowstone was evacuated in June 2016 after experts warned of an imminent volcanic eruption.,150,fake_news,23-Jun-16,6,2.449489743,fake_news,23-Jun-16
Yoko Ono confirmed that she had an affair with Hillary Clinton in the 1970s.            ,150,media_matters,11-May-15,4,2,media_matters,11-May-15
Yosemite Sam has been banned from television because his use of guns is offensive and a poor influence on children.            ,150,politics,1-Jun-16,12,3.464101615,politics,1-Jun-16
You can get free Wendy's Frostys all year long if you purchase a $1 Frosty Key Tag.            ,450,business,5-Jan-16,8,2.828427125,business,5-Jan-16
You can look up anyone's driver's license for free through the 'National Motor Vehicle Licence Organization' web site.            ,150,humor,24-Jun-10,3,1.732050808,humor,24-Jun-10
You can microwave an ear of corn to make popcorn.            ,300,food,26-Feb-16,9,3,food,26-Feb-16
You can tell the size of a man's penis by looking at his hands.,450,politics,4-Mar-16,10,3.16227766,politics,4-Mar-16
You can unlock your car door using a tennis ball.            ,150,viral_phenomena,11-Feb-16,3,1.732050808,viral_phenomena,11-Feb-16
You can win a free car by liking or sharing a post.            ,150,computers,1-Feb-15,1,1,computers,1-Feb-15
You can win a free tiny house by liking and sharing a Facebook page and post.,150,inboxer_rebellion,6-Sep-16,2,1.414213562,inboxer_rebellion,6-Sep-16
Young prodigy Brandenn Bremmer achieved a number of successes before taking his own life at age14 so that he could donate his organs to others.,450,fauxtography,14-Jul-16,2,1.414213562,fauxtography,14-Jul-16
Young women are inserting vodka-soaked tampons as a furtive way of getting drunk.            ,150,risqué_business,18-Oct-09,1,1,risqué_business,18-Oct-09
